scene_id,vent_id,vent_type,lat,lon,qc,comment,infrastructure_update,plume_id,link
ang20221024t180037,34.0,Well,39.7955661333527,-80.2456081779677,pass,added missed plume.,,ang20221024t180037-D,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t180037#17.0/39.7955661333527/-80.24560817796770
GAO20210515t141643p0000,34.0,Well,39.7955661333527,-80.2456081779677,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t141643p0000#17.0/39.7955661333527/-80.24560817796770
ang20221024t180037,35.0,Ventilation Shaft,39.7922161903364,-80.2453097971274,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t180037#17.0/39.7922161903364/-80.24530979712740
ang20221009t182331,35.0,Ventilation Shaft,39.7922161903364,-80.2453097971274,none,small enhancement not visible in other scenes could be something,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t182331#17.0/39.7922161903364/-80.24530979712740
ang20221009t184703,36.0,Ventilation Shaft,39.8360360318427,-80.2737211887124,unsure,"hits edge, over two ventilation shafts",,ang20221009t184703-G,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t184703#17.0/39.8360360318427/-80.27372118871240
ang20221009t183505,37.0,Well,39.8420530188362,-80.2626049840456,nondetect,plume to SW causing enhancements across the scene.,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t183505#17.0/39.8420530188362/-80.26260498404560
GAO20210521t150211p0000,37.0,Well,39.8420530188362,-80.2626049840456,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t150211p0000#17.0/39.8420530188362/-80.26260498404560
GAO20210513t152129p0000,37.0,Well,39.8420530188362,-80.2626049840456,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t152129p0000#17.0/39.8420530188362/-80.26260498404560
GAO20210513t153658p0000,37.0,Well,39.8420530188362,-80.2626049840456,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t153658p0000#17.0/39.8420530188362/-80.26260498404560
GAO20210515t140819p0000,37.0,Well,39.8420530188362,-80.2626049840456,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t140819p0000#17.0/39.8420530188362/-80.26260498404560
GAO20210521t144353p0000,37.0,Well,39.8420530188362,-80.2626049840456,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t144353p0000#17.0/39.8420530188362/-80.26260498404560
GAO20210813t141544p0000,38.0,Ventilation Shaft,39.7958248558288,-80.1736315667526,unsure,leaning hide. all but one plume over this vent is too ugly to quantify,,GAO20210813t141544p0000-D,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t141544p0000#17.0/39.7958248558288/-80.17363156675260
GAO20210513t160410p0000,38.0,Ventilation Shaft,39.7958248558288,-80.1736315667526,hide,"added missed plume, but mask picks up artifacts.",,GAO20210513t160410p0000-A,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t160410p0000#17.0/39.7958248558288/-80.17363156675260
GAO20210813t142433p0000,38.0,Ventilation Shaft,39.7958248558288,-80.1736315667526,nondetect,"might be a plume, but too close to edge to quantify anyway",,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t142433p0000#17.0/39.7958248558288/-80.17363156675260
ang20221011t184153,39.0,Unknown,39.7599776371646,-80.3965526010176,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t184153#17.0/39.7599776371646/-80.39655260101760
GAO20210531t123731p0000,39.0,Unknown,39.7599776371646,-80.3965526010176,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210531t123731p0000#17.0/39.7599776371646/-80.39655260101760
GAO20210813t140412p0000,39.0,Unknown,39.7599776371646,-80.3965526010176,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t140412p0000#17.0/39.7599776371646/-80.39655260101760
ang20221003t190540,40.0,Compressor Station,39.239729370927,-80.4670279831205,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t190540#17.0/39.239729370927/-80.46702798312050
ang20221016t164636,41.0,Prep Plant,39.4040460340741,-80.3659570141155,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221016t164636#17.0/39.4040460340741/-80.36595701411550
ang20221024t183453,43.0,Unknown,39.6522093613519,-80.4143236420547,pass,hidden behind large plume to the south,,ang20221024t183453-F,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t183453#17.0/39.6522093613519/-80.41432364205470
ang20221011t184153,43.0,Unknown,39.6522093613519,-80.4143236420547,unsure,good plume but need to make sure it doesnt get combined with gigantic plume next to it,,ang20221011t184153-F,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t184153#17.0/39.6522093613519/-80.41432364205470
ang20221009t185838,43.0,Unknown,39.6522093613519,-80.4143236420547,nondetect,hidden behind large plume to the south,,ang20221009t185838-A,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t185838#17.0/39.6522093613519/-80.41432364205470
GAO20210521t131640p0000,43.0,Unknown,39.6522093613519,-80.4143236420547,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0000#17.0/39.6522093613519/-80.41432364205470
GAO20210521t142744p0000,44.0,Unknown,39.6816198373605,-80.2973015504876,pass,"Wind direction matches other plumes in this scene. Unsure what infrastructure this is over, but persistent plumes found here.",,GAO20210521t142744p0000-C,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t142744p0000#17.0/39.6816198373605/-80.29730155048760
GAO20210813t145923p0000,44.0,Unknown,39.6816198373605,-80.2973015504876,none,noisy scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t145923p0000#17.0/39.6816198373605/-80.29730155048760
GAO20210813t133636p0000,44.0,Unknown,39.6816198373605,-80.2973015504876,none,noisy scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t133636p0000#17.0/39.6816198373605/-80.29730155048760
GAO20210813t145352p0000,44.0,Unknown,39.6816198373605,-80.2973015504876,none,noisy scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t145352p0000#17.0/39.6816198373605/-80.29730155048760
ang20221003t161907,45.0,Ventilation Shaft?,39.6232267094351,-80.290298173538,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t161907#17.0/39.6232267094351/-80.2902981735380
ang20221024t174902,45.0,Ventilation Shaft?,39.6232267094351,-80.290298173538,none,not convinced anything over ID0045 is actually a plume.,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t174902#17.0/39.6232267094351/-80.2902981735380
ang20221003t161907,46.0,Unknown,39.6219185017936,-80.2787811904605,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t161907#17.0/39.6219185017936/-80.27878119046050
ang20221009t181144,46.0,Unknown,39.6219185017936,-80.2787811904605,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t181144#17.0/39.6219185017936/-80.27878119046050
ang20221009t184703,47.0,Ventilation Shaft,39.631888,-80.360021,nondetect,off-scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t184703#17.0/39.631888/-80.3600210
ang20221009t183505,47.0,Ventilation Shaft,39.6318883726499,-80.3600205034935,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t183505#17.0/39.6318883726499/-80.36002050349350
GAO20210521t131640p0000,47.0,Ventilation Shaft,39.6318883726499,-80.3600205034935,nondetect,too many missing pixels in this scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0000#17.0/39.6318883726499/-80.36002050349350
ang20221009t183505,48.0,Ventilation Shaft,39.6508180541637,-80.3604461427797,nondetect,right on edge,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t183505#17.0/39.6508180541637/-80.36044614277970
GAO20210521t135234p0000,48.0,Ventilation Shaft,39.6508180541637,-80.3604461427797,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t135234p0000#17.0/39.6508180541637/-80.36044614277970
ang20221003t165447,49.0,Unknown,39.6400233481291,-80.0064611532431,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t165447#17.0/39.6400233481291/-80.00646115324310
ang20221024t160410,49.0,Unknown,39.6400233481291,-80.0064611532431,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t160410#17.0/39.6400233481291/-80.00646115324310
ang20221103t165729,50.0,Ventilation Shaft,39.8034000565433,-80.6626239388599,pass,added new plume,,ang20221103t165729-D,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t165729#17.0/39.8034000565433/-80.66262393885990
ang20221011t172300,52.0,Ventilation Shaft,39.8330179392905,-80.5534442228588,hide,added new plume. cut off by edge of scene.,,ang20221011t172300-F,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t172300#17.0/39.8330179392905/-80.55344422285880
ang20221103t164406,53.0,Ventilation Shaft,39.82103565636,-80.6065464489655,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t164406#17.0/39.82103565636/-80.60654644896550
GAO20210813t152451p0000,55.0,Well,39.8828357810923,-80.5552648666144,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t152451p0000#17.0/39.8828357810923/-80.55526486661440
ang20221009t162340,55.0,Well,39.8828357810923,-80.5552648666144,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t162340#17.0/39.8828357810923/-80.55526486661440
ang20221103t164406,58.0,Ventilation Shaft,39.929379029739,-80.5690406723574,nondetect,cloud,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t164406#17.0/39.929379029739/-80.56904067235740
ang20221103t171109,59.0,Ventilation Shaft,39.9626908142323,-80.6126232568041,hide,"in shadow of cloud, so enhancement is faint. added new plume.",,ang20221103t171109-C,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t171109#17.0/39.9626908142323/-80.61262325680410
ang20221103t165729,59.0,Ventilation Shaft,39.9626908142323,-80.6126232568041,nondetect,"cloud, edge of scene",,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t165729#17.0/39.9626908142323/-80.61262325680410
GAO20210813t152451p0000,60.0,Ventilation Shaft,39.8435118962152,-80.6498011345737,none,"enhancement, but only over pad",,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t152451p0000#17.0/39.8435118962152/-80.64980113457370
ang20221103t175310,61.0,Ventilation Shaft,39.4754932520357,-80.4961309284239,none,could be something but scene too messy,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t175310#17.0/39.4754932520357/-80.49613092842390
ang20221016t165920,61.0,Ventilation Shaft,39.4754932520357,-80.4961309284239,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221016t165920#17.0/39.4754932520357/-80.49613092842390
ang20221016t165920,67.0,Ventilation Shaft,39.4876808416602,-80.5456640560808,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221016t165920#17.0/39.4876808416602/-80.54566405608080
ang20221103t165729,68.0,Ventilation Shaft,40.1118144428228,-80.542290745534,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t165729#17.0/40.1118144428228/-80.5422907455340
GAO20210813t150611p0000,69.0,Ventilation Shaft,39.7141349129249,-80.2608939820963,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t150611p0000#17.0/39.7141349129249/-80.26089398209630
GAO20210521t144353p0000,69.0,Ventilation Shaft,39.7141349129249,-80.2608939820963,none,over artifact,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t144353p0000#17.0/39.7141349129249/-80.26089398209630
GAO20210813t135114p0000,69.0,Ventilation Shaft,39.7141349129249,-80.2608939820963,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t135114p0000#17.0/39.7141349129249/-80.26089398209630
ang20221024t173730,70.0,Ventilation Shaft,39.7050706529527,-80.2347350917605,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t173730#17.0/39.7050706529527/-80.23473509176050
GAO20210521t150211p0000,70.0,Ventilation Shaft,39.7050706529527,-80.2347350917605,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t150211p0000#17.0/39.7050706529527/-80.23473509176050
ang20221024t174902,70.0,Ventilation Shaft,39.7050706529527,-80.2347350917605,nondetect,off scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t174902#17.0/39.7050706529527/-80.23473509176050
GAO20210813t140412p0000,71.0,Ventilation Shaft,39.7496782174143,-80.2861069050152,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t140412p0000#17.0/39.7496782174143/-80.28610690501520
GAO20210521t144353p0000,71.0,Ventilation Shaft,39.7496782174143,-80.2861069050152,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t144353p0000#17.0/39.7496782174143/-80.28610690501520
ang20221009t183505,71.0,Ventilation Shaft,39.7496782174143,-80.2861069050152,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t183505#17.0/39.7496782174143/-80.28610690501520
ang20221024t181205,71.0,Ventilation Shaft,39.7496782174143,-80.2861069050152,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t181205#17.0/39.7496782174143/-80.28610690501520
ang20221024t180037,71.0,Ventilation Shaft,39.7496782174143,-80.2861069050152,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t180037#17.0/39.7496782174143/-80.28610690501520
ang20221103t163129,72.0,Well,39.859012,-80.416672,nondetect,off-scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t163129#17.0/39.859012/-80.4166720
ang20221011t181926,72.0,Unknown,39.8590117733656,-80.4166719925722,none,,Well,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t181926#17.0/39.8590117733656/-80.41667199257220
ang20221003t160932,72.0,Unknown,39.8590117733656,-80.4166719925722,none,no,Well,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t160932#17.0/39.8590117733656/-80.41667199257220
GAO20210515t132309p0000,72.0,Unknown,39.8590117733656,-80.4166719925722,nondetect,entire scene is downwind of a giant plume,Well,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t132309p0000#17.0/39.8590117733656/-80.41667199257220
ang20221103t153837,72.0,Unknown,39.8590117733656,-80.4166719925722,none,,Well,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t153837#17.0/39.8590117733656/-80.41667199257220
ang20221103t161828,72.0,Unknown,39.8590117733656,-80.4166719925722,none,,Well,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t161828#17.0/39.8590117733656/-80.41667199257220
ang20221003t160932,73.0,Well,39.8903198523691,-80.6488664353618,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t160932#17.0/39.8903198523691/-80.64886643536180
ang20221103t171109,73.0,Well,39.8903198523691,-80.6488664353618,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t171109#17.0/39.8903198523691/-80.64886643536180
ang20221011t163243,73.0,Well,39.8903198523691,-80.6488664353618,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t163243#17.0/39.8903198523691/-80.64886643536180
ang20221103t153837,73.0,Well,39.8903198523691,-80.6488664353618,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t153837#17.0/39.8903198523691/-80.64886643536180
ang20221103t153837,74.0,Ventilation Shaft,39.8947846625932,-80.5840812955269,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t153837#17.0/39.8947846625932/-80.58408129552690
ang20221011t165806,74.0,Ventilation Shaft,39.8947846625932,-80.5840812955269,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t165806#17.0/39.8947846625932/-80.58408129552690
ang20221103t164406,74.0,Ventilation Shaft,39.8947846625932,-80.5840812955269,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t164406#17.0/39.8947846625932/-80.58408129552690
GAO20210521t150211p0000,75.0,Well,39.8446480125232,-80.2514329403881,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t150211p0000#17.0/39.8446480125232/-80.25143294038810
ang20221009t183505,75.0,Well,39.8446480125232,-80.2514329403881,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t183505#17.0/39.8446480125232/-80.25143294038810
GAO20210513t153658p0000,75.0,Well,39.8446480125232,-80.2514329403881,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t153658p0000#17.0/39.8446480125232/-80.25143294038810
GAO20210515t141643p0000,75.0,Well,39.8446480125232,-80.2514329403881,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t141643p0000#17.0/39.8446480125232/-80.25143294038810
ang20221024t182326,76.0,Ventilation Shaft,39.8157266253608,-80.2834458949361,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t182326#17.0/39.8157266253608/-80.28344589493610
ang20221009t183505,76.0,Ventilation Shaft,39.8157266253608,-80.2834458949361,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t183505#17.0/39.8157266253608/-80.28344589493610
GAO20210515t140819p0000,76.0,Ventilation Shaft,39.8157266253608,-80.2834458949361,hide,added new plume. hits water and disappears.,this vent has problems with the water to the west,GAO20210515t140819p0000-A,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t140819p0000#17.0/39.8157266253608/-80.28344589493610
ang20221009t184703,76.0,Ventilation Shaft,39.8157266253608,-80.2834458949361,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t184703#17.0/39.8157266253608/-80.28344589493610
GAO20210521t144353p0000,76.0,Ventilation Shaft,39.8157266253608,-80.2834458949361,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t144353p0000#17.0/39.8157266253608/-80.28344589493610
ang20221024t181205,76.0,Ventilation Shaft,39.8157266253608,-80.2834458949361,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t181205#17.0/39.8157266253608/-80.28344589493610
GAO20210813t142433p0000,76.0,Ventilation Shaft,39.8157266253608,-80.2834458949361,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t142433p0000#17.0/39.8157266253608/-80.28344589493610
GAO20210514t125900p0000,77.0,Ventilation Shaft,39.8271642229818,-80.2353838617537,nondetect,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210514t125900p0000#17.0/39.8271642229818/-80.23538386175370
GAO20210531t123731p0000,77.0,Ventilation Shaft,39.8271642229818,-80.2353838617537,nondetect,"noisy scene, right on edge",,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210531t123731p0000#17.0/39.8271642229818/-80.23538386175370
GAO20210521t151830p0000,77.0,Ventilation Shaft,39.8271642229818,-80.2353838617537,nondetect,off edge,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t151830p0000#17.0/39.8271642229818/-80.23538386175370
ang20221009t182331,77.0,Ventilation Shaft,39.8271642229818,-80.2353838617537,hide,"we think this is a legitimate plume because the wind direction matches, this enhancement is not present in all scenes, and the plume shape is affected by the wall to the west of it. ",,ang20221009t182331-D,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t182331#17.0/39.8271642229818/-80.23538386175370
GAO20210515t142544p0000,77.0,Ventilation Shaft,39.8271642229818,-80.2353838617537,nondetect,edge of scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t142544p0000#17.0/39.8271642229818/-80.23538386175370
GAO20210521t144353p0000,78.0,Ventilation Shaft,40.0055792029642,-80.2844970343312,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t144353p0000#17.0/40.0055792029642/-80.28449703433120
GAO20210513t152129p0000,78.0,Ventilation Shaft,40.0055792029642,-80.2844970343312,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t152129p0000#17.0/40.0055792029642/-80.28449703433120
GAO20210515t140819p0000,78.0,Ventilation Shaft,40.0055792029642,-80.2844970343312,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t140819p0000#17.0/40.0055792029642/-80.28449703433120
ang20221024t181205,79.0,Ventilation Shaft (new 2022),39.8366548481848,-80.2728523200575,none,any potential plume obscured by other VS. I believe the other vent shaft is emitting here. this vent shaft is visible in RGB now so may be emitting,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t181205#17.0/39.8366548481848/-80.27285232005750
ang20221009t183505,79.0,Ventilation Shaft (new 2022),39.8366548481848,-80.2728523200575,none,any potential plume obscured by other VS. I believe the other vent shaft is emitting here. this vent shaft is visible in RGB now so may be emitting,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t183505#17.0/39.8366548481848/-80.27285232005750
GAO20210521t144353p0000,79.0,Ventilation Shaft (new 2022),39.8366548481848,-80.2728523200575,none,any potential plume obscured by other VS. I believe the other vent shaft is emitting here. this vent shaft is not visible in RGB so likely not built yet,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t144353p0000#17.0/39.8366548481848/-80.27285232005750
GAO20210515t140819p0000,79.0,Ventilation Shaft (new 2022),39.8366548481848,-80.2728523200575,none,I believe the other vent shaft is emitting here. this vent shaft is not visible in RGB so likely not built yet,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t140819p0000#17.0/39.8366548481848/-80.27285232005750
ang20221024t182326,79.0,Ventilation Shaft (new 2022),39.8366548481848,-80.2728523200575,none,any potential plume obscured by other VS. I believe the other vent shaft is emitting here. this vent shaft is visible in RGB now so may be emitting,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t182326#17.0/39.8366548481848/-80.27285232005750
ang20221009t184703,79.0,Ventilation Shaft (new 2022),39.8366548481848,-80.2728523200575,none,any potential plume obscured by other VS. I believe the other vent shaft is emitting here. this vent shaft is visible in RGB now so may be emitting,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t184703#17.0/39.8366548481848/-80.27285232005750
GAO20210513t152129p0000,79.0,Ventilation Shaft (new 2022),39.8366548481848,-80.2728523200575,none,I believe the other vent shaft is emitting here. this vent shaft is not visible in RGB so likely not built yet,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t152129p0000#17.0/39.8366548481848/-80.27285232005750
GAO20210521t142744p0000,80.0,Well,40.03023940734,-80.3253946792831,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t142744p0000#17.0/40.03023940734/-80.32539467928310
ang20221011t181926,80.0,Well,40.03023940734,-80.3253946792831,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t181926#17.0/40.03023940734/-80.32539467928310
GAO20210513t150800p0000,80.0,Well,40.03023940734,-80.3253946792831,nondetect,edge of scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t150800p0000#17.0/40.03023940734/-80.32539467928310
GAO20210515t135117p0000,80.0,Well,40.03023940734,-80.3253946792831,pass,wdir same as other plumes in scene,,GAO20210515t135117p0000-A,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t135117p0000#17.0/40.03023940734/-80.32539467928310
GAO20210513t145258p0000,80.0,Well,40.03023940734,-80.3253946792831,nondetect,obscured by plume to the north,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t145258p0000#17.0/40.03023940734/-80.32539467928310
ang20221103t161828,80.0,Well,40.03023940734,-80.3253946792831,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t161828#17.0/40.03023940734/-80.32539467928310
GAO20210521t140904p0000,80.0,Well,40.03023940734,-80.3253946792831,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t140904p0000#17.0/40.03023940734/-80.32539467928310
GAO20210521t140904p0000,81.0,Well,40.0234464548439,-80.3199547895505,pass,wdir same as nearest plume in scene,,GAO20210521t140904p0000-A,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t140904p0000#17.0/40.0234464548439/-80.31995478955050
ang20221011t181926,81.0,Well,40.0234464548439,-80.3199547895505,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t181926#17.0/40.0234464548439/-80.31995478955050
ang20221103t160514,81.0,Well,40.0234464548439,-80.3199547895505,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t160514#17.0/40.0234464548439/-80.31995478955050
ang20221103t161828,81.0,Well,40.0234464548439,-80.3199547895505,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t161828#17.0/40.0234464548439/-80.31995478955050
ang20221103t160514,82.0,Unknown,39.9735309124425,-80.3251693355399,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t160514#17.0/39.9735309124425/-80.32516933553990
ang20221011t183044,82.0,Unknown,39.9735309124425,-80.3251693355399,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t183044#17.0/39.9735309124425/-80.32516933553990
GAO20210515t135940p0000,82.0,Unknown,39.9735309124425,-80.3251693355399,nondetect,"looks like it could be a plume, but cut off by edge of scene",,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t135940p0000#17.0/39.9735309124425/-80.32516933553990
GAO20210813t152451p0000,83.0,Unknown,39.8809947046294,-80.5647652767694,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t152451p0000#17.0/39.8809947046294/-80.56476527676940
ang20221009t162340,83.0,Unknown,39.8809947046294,-80.5647652767694,none,wellpad becomes visible here,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t162340#17.0/39.8809947046294/-80.56476527676940
ang20221009t185838,84.0,Unknown,39.6508389024672,-80.4043216106609,none,on top of artifact,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t185838#17.0/39.6508389024672/-80.40432161066090
GAO20210521t131640p0000,84.0,Unknown,39.6508389024672,-80.4043216106609,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0000#17.0/39.6508389024672/-80.40432161066090
